"Name","ResourcePath","Category","ArmsOnly","SizeKB"
"milfy peaceofst","characters/models/exg/chrisan/milfy/milfy_peaceofst.vmdl","characters","False","4123.6"
"milltina","characters/models/aquaz/hoshistar/milltina/milltina.vmdl","characters","False","3936.9"
"milltina","characters/models/upkk/milltina/milltina.vmdl","characters","False","2038.1"
"milltina maid","characters/models/hime/milltina_maid/milltina_maid.vmdl","characters","False","3112.4"
"milltina maid","characters/models/upkk/milltina_maid/milltina_maid.vmdl","characters","False","2245.5"
"milltina maid arms","characters/models/upkk/milltina_maid/milltina_maid_arms.vmdl","characters","True","347.3"
"milltina nohitbox","characters/models/upkk/milltina/milltina_nohitbox.vmdl","characters","False","2037.6"
"milltina sleepdress","characters/models/upkk/milltina_sleepdress/milltina_sleepdress.vmdl","characters","False","1738.2"
"milltina sleepdress arms","characters/models/upkk/milltina_sleepdress/milltina_sleepdress_arms.vmdl","characters","True","242.2"
"milltina sleepdress nohitbox","characters/models/upkk/milltina_sleepdress/milltina_sleepdress_nohitbox.vmdl","characters","False","1737.5"
"milltina vrc","characters/models/exg/milltina/milltina_vrc.vmdl","characters","False","2623.8"
"minahoshi","characters/models/exg/minahoshi/minahoshi.vmdl","characters","False","4192.5"
"minahoshi","characters/models/mukumi/minahoshi.vmdl","characters","False","1263"
"minato aqua sailor","characters/models/aquaz/hoshistar/minato_aqua/minato_aqua_sailor.vmdl","characters","False","1383.9"
"minatoaqua","characters/models/minatoaqua/minatoaqua.vmdl","characters","False","406.5"
"minatoaqua nohitbox","characters/models/minatoaqua/minatoaqua_nohitbox.vmdl","characters","False","404.9"
"mine","characters/models/exg/sd_mine/mine.vmdl","characters","False","530.2"
"minecraft pig","characters/models/aquaz/hoshistar/minecraft_pig/minecraft_pig.vmdl","characters","False","25.9"
"mint","characters/models/exg/qiliu/mint/mint.vmdl","characters","False","2480.8"
"mio","characters/models/lin/mio.vmdl","characters","False","1544"
"misaki","characters/models/exg/misaki/misaki.vmdl","characters","False","496"
"misonomika","characters/models/exg/misono_mika/misonomika.vmdl","characters","False","1743.1"
"miy","characters/models/flandre_scarlet/miy/miy.vmdl","characters","False","880"
"miy","characters/models/koishi/miy.vmdl","characters","False","760.4"
"miy","characters/models/marisa/miy/miy.vmdl","characters","False","757"
"miy","characters/models/remilia_scarlet/miy/miy.vmdl","characters","False","842.1"
"miy","characters/models/satori/miy.vmdl","characters","False","988"
"miy","characters/models/senae/miy.vmdl","characters","False","767.5"
"miyabi","characters/maoling/zenless_zone_zero/hoshimi_miyabi/normal/miyabi.vmdl","characters","False","899.6"
"miyabi arms","characters/maoling/zenless_zone_zero/hoshimi_miyabi/normal/arms/miyabi_arms.vmdl","characters","True","195.9"
"miyako","characters/models/koharu/blue_archive/tsukiyuki_miyako/miyako.vmdl","characters","False","4180.4"
"miyako arms","characters/models/koharu/blue_archive/tsukiyuki_miyako/miyako_arms.vmdl","characters","True","328.6"
"miyazaki","characters/models/miyazaki/miyazaki.vmdl","characters","False","372.2"
"miyazaki","characters/models/upkk/winter_miyazaki/miyazaki.vmdl","characters","False","360.3"
"miyazaki arm","characters/models/upkk/winter_miyazaki/miyazaki_arm.vmdl","characters","True","67.5"
"miyazaki arms","characters/models/miyazaki/miyazaki_arms.vmdl","characters","True","62"
"miyazaki nohitbox","characters/models/upkk/winter_miyazaki/miyazaki_nohitbox.vmdl","characters","False","359.2"
"miyu","characters/models/cs2ze/miyu/miyu.vmdl","characters","False","1563"
"miyu","characters/models/miyu/miyu.vmdl","characters","False","1323.5"
"miyu","characters/models/oylsister/blue_archive/miyu/miyu.vmdl","characters","False","892.3"
"miyu","characters/models/upkk/miyu/miyu.vmdl","characters","False","969.2"
"miyu","characters/models/upkk/vrc_miyu/miyu.vmdl","characters","False","1213.5"
"miyu arm","characters/models/upkk/miyu/miyu_arm.vmdl","characters","True","49.4"
"miyu arm","characters/models/upkk/vrc_miyu/miyu_arm.vmdl","characters","True","287.7"
"miyu arms","characters/models/miyu/miyu_arms.vmdl","characters","True","107.1"
"miyu arms","characters/models/oylsister/blue_archive/miyu/miyu_arms.vmdl","characters","True","52.8"
"miyu nohitbox","characters/models/upkk/miyu/miyu_nohitbox.vmdl","characters","False","967.8"
"miyu nohitbox","characters/models/upkk/vrc_miyu/miyu_nohitbox.vmdl","characters","False","1212.5"
"miyu schoolgirl arms prefab","characters/models/hlym/miyu_schoolgirl/miyu_schoolgirl_arms_prefab.vmdl","characters","True","56.9"
"miyu schoolgirl prefab","characters/models/hlym/miyu_schoolgirl/miyu_schoolgirl_prefab.vmdl","characters","False","518.2"
"mizuki","characters/kianya/vrc/mizuki/mizuki.vmdl","characters","False","2795.4"
"mizuki","characters/models/exg/chrisan/mizuki/mizuki.vmdl","characters","False","2930.4"
"mizuki arms","characters/kianya/vrc/mizuki/mizuki_arms.vmdl","characters","True","234"
"mkj","characters/flux/mkj/mkj.vmdl","characters","False","1145.9"
"mkj arms","characters/flux/mkj/mkj_arms.vmdl","characters","True","75.5"
"mm xilian","characters/models/aquaz/hoshistar/mm_xilian/mm_xilian.vmdl","characters","False","1523.6"
"mmd arms","characters/models/oylsister/template/mmd_new/mmd_arms.vmdl","characters","True","3.5"
"mmd arms","characters/models/oylsister/template/mmd/mmd_arms.vmdl","characters","True","3.4"
"mmd template","characters/models/oylsister/template/mmd_new/mmd_template.vmdl","characters","False","25.6"
"mmd template","characters/models/oylsister/template/mmd/mmd_template.vmdl","characters","False","28.1"
"moe","characters/models/aquaz/hoshistar/moe/moe.vmdl","characters","False","1536.8"
"moe","characters/models/upkk/moe/moe.vmdl","characters","False","911.1"
"moe aegis","characters/models/exg/ruiyiwelkin/moe_aegis/moe_aegis.vmdl","characters","False","2657.5"
"moe arm","characters/models/upkk/moe/moe_arm.vmdl","characters","True","142"
"moe nohitbox","characters/models/upkk/moe/moe_nohitbox.vmdl","characters","False","910"
"moe obs","characters/models/aquaz/hoshistar/moe_obs/moe_obs.vmdl","characters","False","3235.3"
"moe summer","characters/models/aquaz/hoshistar/moe_summer/moe_summer.vmdl","characters","False","3075.3"
"moe waltz","characters/models/aquaz/hoshistar/moe_waltz/moe_waltz.vmdl","characters","False","2763.7"
"molana","characters/models/upkk/molana/molana.vmdl","characters","False","625.3"
"molana nohitbox","characters/models/upkk/molana/molana_nohitbox.vmdl","characters","False","624.3"
"momiji","characters/models/momiji/momiji.vmdl","characters","False","749.5"
"momoi","characters/models/exg/momoi/momoi.vmdl","characters","False","1425.2"
"momoyi","characters/models/momoyi/momoyi.vmdl","characters","False","729.2"
"monai","characters/models/monai/monai.vmdl","characters","False","3166.9"
"mononobe alice","characters/models/keung/mononobe_alice/mononobe_alice.vmdl","characters","False","1085.6"
"mononobe alice arms","characters/models/keung/mononobe_alice/mononobe_alice_arms.vmdl","characters","True","64.8"
"moonpurplearia","characters/models/moonpurplearia/moonpurplearia.vmdl","characters","False","532.3"
"morichika rinnosuke","characters/models/morichika_rinnosuke/morichika_rinnosuke.vmdl","characters","False","765.2"
"mornye","characters/models/asmodeus/mornye/mornye.vmdl","characters","False","2772.5"
"motoori kosuzu nohitbox","characters/models/motoori_kosuzu/motoori_kosuzu_nohitbox.vmdl","characters","False","501"
"muerta leaves","characters/models/upkk/vsinger/particles/materials/muerta_leaves.vmdl","characters","False","7.3"
"muerta leaves2","characters/models/upkk/vsinger/particles/materials/muerta_leaves2.vmdl","characters","False","4.5"
"muerta leaves3","characters/models/upkk/vsinger/particles/materials/muerta_leaves3.vmdl","characters","False","4.9"
"mur","characters/models/s2ze/mur/mur.vmdl","characters","False","123.9"
"murasame","characters/models/murasame/murasame.vmdl","characters","False","1461"
"murasame","characters/models/upkk/congyu/murasame.vmdl","characters","False","547.2"
"murasame arms","characters/models/murasame/murasame_arms.vmdl","characters","True","172"
"murasame arms","characters/models/upkk/congyu/arms/murasame_arms.vmdl","characters","True","165.9"
"murasame nohitbox","characters/models/upkk/congyu/murasame_nohitbox.vmdl","characters","False","546.1"
"muzi qkl","characters/models/exg/aili/muzi1/muzi_qkl.vmdl","characters","False","2764.1"
"myers","characters/models/exg/myers/myers.vmdl","characters","False","575.1"
"myoya","characters/models/ub/myoya/myoya.vmdl","characters","False","1420.6"
"mzlty prefab","characters/models/hlym/mzlty/mzlty_prefab.vmdl","characters","False","1031.8"
"nacho neko","characters/models/exg/bot04/nacho_neko.vmdl","characters","False","955"
"nacho neko","characters/models/nacho_neko/nacho_neko.vmdl","characters","False","886"
"nachoneko","characters/models/bot04/nachoneko.vmdl","characters","False","712.3"
"nachoneko arms","characters/models/bot04/nachoneko_arms.vmdl","characters","True","116.6"
"nagisa","characters/models/exg/sd_nagisa/nagisa.vmdl","characters","False","535.8"
"nahida","characters/models/uru/gm/genshin/nahida/nahida.vmdl","characters","False","951"
"nahida arms","characters/models/uru/gm/genshin/nahida/nahida_arms.vmdl","characters","True","102.1"
"nainiu3 arms","characters/models/ub/nainiu2/nainiu3_arms.vmdl","characters","True","320.2"
"nainiu3 arms","characters/models/ub/nainiu3/nainiu3_arms.vmdl","characters","True","320.2"
"nainiu3 arms","characters/models/ub/nainiu4/nainiu3_arms.vmdl","characters","True","320.2"
"nainiu3 playermodel","characters/models/ub/nainiu2/nainiu3_playermodel.vmdl","characters","False","5017.5"
"nainiu3 playermodel","characters/models/ub/nainiu3/nainiu3_playermodel.vmdl","characters","False","4648.2"
"nainiu3 playermodel","characters/models/ub/nainiu4/nainiu3_playermodel.vmdl","characters","False","4552.9"
"nakano","characters/models/upkk/nakano_miku/nakano.vmdl","characters","False","674.4"
"nakano arm","characters/models/upkk/nakano_miku/nakano_arm.vmdl","characters","True","173.9"
"nakano nohitbox","characters/models/upkk/nakano_miku/nakano_nohitbox.vmdl","characters","False","673.3"
"nanoka sk2model","characters/models/hmn_sk2/honkai_starrail/nanoka/nanoka_sk2model.vmdl","characters","False","371.3"
"nanoka sk2modelarm","characters/models/hmn_sk2/honkai_starrail/nanoka/nanoka_sk2modelarm.vmdl","characters","False","103.4"
"naruto","characters/models/exg/naruto/naruto.vmdl","characters","False","355.4"
"neco arc","characters/models/s2ze/neco_arc/neco_arc.vmdl","characters","False","546.6"
"neco arc arms","characters/models/s2ze/neco_arc/neco_arc_arms.vmdl","characters","True","22.8"
"neco arc nohitbox","characters/models/s2ze/neco_arc/neco_arc_nohitbox.vmdl","characters","False","545.7"
"necoarc","characters/models/exg/necoarc/necoarc.vmdl","characters","False","5415.7"
"necoarc arm","characters/models/nozb1/necoarc_player_model/necoarc_arm.vmdl","characters","True","53.8"
"necoarc player model","characters/models/nozb1/necoarc_player_model/necoarc_player_model.vmdl","characters","False","220.7"
"necoarc player model nohitbox","characters/models/nozb1/necoarc_player_model/necoarc_player_model_nohitbox.vmdl","characters","False","205.4"
"neeko","characters/models/exg/neeko/neeko.vmdl","characters","False","852.2"
"neeko","characters/models/upkk/neeko/neeko.vmdl","characters","False","683.9"
"neeko arm","characters/models/upkk/neeko/neeko_arm.vmdl","characters","True","139.8"
"neeko nohitbox","characters/models/upkk/neeko/neeko_nohitbox.vmdl","characters","False","682.9"
"neil","characters/models/upkk/neil/neil.vmdl","characters","False","676.8"
"neil arm","characters/models/upkk/neil/neil_arm.vmdl","characters","True","193.5"
"neil nohitbox","characters/models/upkk/neil/neil_nohitbox.vmdl","characters","False","675.7"
"nekoarc","characters/models/upkk/nekoarc/nekoarc.vmdl","characters","False","830.4"
"nekoarc arms","characters/models/upkk/nekoarc/nekoarc_arms.vmdl","characters","True","1079.4"
"nekoarc nohitbox","characters/models/upkk/nekoarc/nekoarc_nohitbox.vmdl","characters","False","829.5"
"nekoha","characters/models/exg/nekoha/nekoha.vmdl","characters","False","643.4"
"nekomimi","characters/models/upkk/byd_cat/nekomimi/nekomimi.vmdl","characters","False","1441.6"
"nekomimi nohitbox","characters/models/upkk/byd_cat/nekomimi/nekomimi_nohitbox.vmdl","characters","False","1439.6"
"nepgear","characters/models/nepgear/nepgear.vmdl","characters","False","579.7"
"neptune","characters/models/neptune/neptune.vmdl","characters","False","458.7"
"neptunia adultneptune","characters/models/toppi/neptunia/neptunia_adultneptune.vmdl","characters","False","1183.7"
"neptunia adultneptune arms","characters/models/toppi/neptunia/neptunia_adultneptune_arms.vmdl","characters","True","176.8"
"neptunia adultneptune nohbox","characters/models/toppi/neptunia/neptunia_adultneptune_nohbox.vmdl","characters","False","1181.4"
"neru l","characters/models/upkk/neru_l/neru_l.vmdl","characters","False","521.2"
"neru l arms","characters/models/upkk/neru_l/neru_l_arms.vmdl","characters","True","99.4"
"neru l arms prefab","characters/models/hlym/neru_l/neru_l_arms_prefab.vmdl","characters","True","102.8"
"neru l nohitbox","characters/models/upkk/neru_l/neru_l_nohitbox.vmdl","characters","False","520.4"
"neru l prefab","characters/models/hlym/neru_l/neru_l_prefab.vmdl","characters","False","565.5"
"neru l prefab nohitbox","characters/models/hlym/neru_l/neru_l_prefab_nohitbox.vmdl","characters","False","564.4"
"nia player model","characters/models/nozb1/nia_player_model/nia_player_model.vmdl","characters","False","285.6"
"nia pm arm","characters/models/nozb1/nia_player_model/nia_pm_arm.vmdl","characters","True","64.4"
"nian","characters/models/upkk/nian/nian.vmdl","characters","False","397.5"
"nian arm","characters/models/upkk/nian/nian_arm.vmdl","characters","True","227.7"
"nian nohitbox","characters/models/upkk/nian/nian_nohitbox.vmdl","characters","False","396.5"
"nilou","characters/maoling/genshin_impact/nilou/normal/nilou.vmdl","characters","False","727.6"
"nilou arms","characters/maoling/genshin_impact/nilou/normal/arms/nilou_arms.vmdl","characters","True","111.7"
"niujiajun","characters/models/2en0w/niujiajun/niujiajun.vmdl","characters","False","155.1"
"niunai delta","characters/models/nimiki/niunai_delta/niunai_delta.vmdl","characters","False","1821.4"
"niunai gign","characters/models/exg/nimiki/niunai_gign/niunai_gign.vmdl","characters","False","1244.3"
"niunai sas","characters/models/nimiki/niunai_sas/niunai_sas.vmdl","characters","False","1185.4"
"niunai07","characters/models/us/niunai07.vmdl","characters","False","957.4"
"nix","characters/models/aquaz/hoshistar/nix/nix.vmdl","characters","False","2247.9"
"noa arms","characters/models/oylsister/blue_archive/noa/noa_arms.vmdl","characters","True","112.2"
"noa main","characters/models/oylsister/blue_archive/noa/noa_main.vmdl","characters","False","881.7"
"nonomi","characters/models/exg/nonomi/nonomi.vmdl","characters","False","416.8"
"normal","characters/models/liuhanhuangdou/normal.vmdl","characters","False","87.3"
"normal","characters/models/normal/normal.vmdl","characters","False","87.3"
"normal","characters/models/sense/normal.vmdl","characters","False","87.3"
"normal fairy","characters/models/zombie_fairy/normal_fairy.vmdl","characters","False","557.3"
"normal item","characters/models/normal/normal_item.vmdl","characters","False","87.2"
"normal01 zombie","characters/models/shared/zombies/normal01_zombie.vmdl","characters","False","107"
"normal02 zombie","characters/models/shared/zombies/normal02_zombie.vmdl","characters","False","106.1"
"normal2","characters/models/normal/normal2.vmdl","characters","False","86.1"
"normal2","characters/models/normal2/normal2.vmdl","characters","False","87.2"
"normal3","characters/models/cs2ze/normal3/normal3.vmdl","characters","False","87.3"
"normal3","characters/models/normal/normal3.vmdl","characters","False","69"
"normal4","characters/models/cs2ze/normal4/normal4.vmdl","characters","False","87.3"
"normal5","characters/models/cs2ze/normal5/normal5.vmdl","characters","False","87.3"
"nozomi","characters/models/nozomi/nozomi.vmdl","characters","False","2363.7"
"nozomi","characters/models/oylsister/blue_archive/nozomi/nozomi.vmdl","characters","False","644.2"
"nozomi2","characters/models/oylsister/blue_archive/nozomi/nozomi2.vmdl","characters","False","644.2"
"nvboss","characters/models/nvboss/nvboss.vmdl","characters","False","1248.2"
"nvpu","characters/flux/nvpu/nvpu.vmdl","characters","False","1277.4"
"nvpu arms","characters/flux/nvpu/nvpu_arms.vmdl","characters","True","71.5"
"nyao mao","characters/models/upkk/nyao_mao/nyao_mao.vmdl","characters","False","2317.7"
"nyao mao nohitbox","characters/models/upkk/nyao_mao/nyao_mao_nohitbox.vmdl","characters","False","2316.7"
"octodad black","characters/kuristaja/octodad/octodad_black.vmdl","characters","False","127"
"octodad black arms","characters/kuristaja/octodad/arms/octodad_black_arms.vmdl","characters","True","131.8"
"octodad black nohb","characters/kuristaja/octodad/octodad_black_nohb.vmdl","characters","False","125.8"
"octodad blue","characters/kuristaja/octodad/octodad_blue.vmdl","characters","False","127"
"octodad blue arms","characters/kuristaja/octodad/arms/octodad_blue_arms.vmdl","characters","True","131.7"
"octodad blue nohb","characters/kuristaja/octodad/octodad_blue_nohb.vmdl","characters","False","125.8"
"octodad tuxedo","characters/kuristaja/octodad/octodad_tuxedo.vmdl","characters","False","132.5"
"octodad tuxedo nohb","characters/kuristaja/octodad/octodad_tuxedo_nohb.vmdl","characters","False","131.3"
"okunoda miyoi","characters/models/okunoda_miyoi/okunoda_miyoi.vmdl","characters","False","815.3"
"olga","characters/models/olga/olga.vmdl","characters","False","304.9"
"origami","characters/models/upkk/origami/origami.vmdl","characters","False","434.5"
"origami arm","characters/models/upkk/origami/origami_arm.vmdl","characters","True","121.5"
"origami nohitbox","characters/models/upkk/origami/origami_nohitbox.vmdl","characters","False","432.5"
"origami v2","characters/models/upkk/origami_v2/origami_v2.vmdl","characters","False","2586.6"
"origami v2 nohitbox","characters/models/upkk/origami_v2/origami_v2_nohitbox.vmdl","characters","False","2569.2"
"p1","characters/models/2en0w/exg_2dlod/p1.vmdl","characters","False","4.3"
"p2","characters/models/2en0w/exg_2dlod/p2.vmdl","characters","False","4.3"
"padoru","characters/models/pendragon/padoru/padoru.vmdl","characters","False","554.3"
"pardofelis","characters/models/exg/pardofelis/pardofelis.vmdl","characters","False","2788.5"
"pecorine","characters/models/kianya/pecorine/pecorine.vmdl","characters","False","3367"
"pecorine arms","characters/models/kianya/pecorine/pecorine_arms.vmdl","characters","True","569.1"
"peely","characters/models/keung/peely/peely.vmdl","characters","False","195.4"
"peely arms","characters/models/keung/peely/peely_arms.vmdl","characters","True","56.7"
"peila","characters/flux/peila/peila.vmdl","characters","False","605.7"
"peila arms","characters/flux/peila/peila_arms.vmdl","characters","True","84.2"
"penglai","characters/models/alice/penglai/penglai.vmdl","characters","False","846.5"
"pepe player model nohitbox","characters/models/nozb1/pepe_player_model/pepe_player_model_nohitbox.vmdl","characters","False","336.3"
"pepe pm arm","characters/models/nozb1/pepe_player_model/pepe_pm_arm.vmdl","characters","True","210.7"
"pet","characters/models/unicorn/pet.vmdl","characters","False","65.5"
"pikachu","characters/models/exg/pikachu/pikachu.vmdl","characters","False","980.3"
"pink q","characters/models/momoyi/pink_q.vmdl","characters","False","402.1"
"pink q maid","characters/models/momoyi/pink_q_maid.vmdl","characters","False","319.9"
"plana","characters/models/aquaz/hoshistar/plana/plana.vmdl","characters","False","7478.6"
"planetarium","characters/models/planetarium/planetarium.vmdl","characters","False","1247.3"
"player start v3","characters/models/7ychu5/player_start_v3.vmdl","characters","False","2004"
"player start v4","characters/models/7ychu5/player_start_v4.vmdl","characters","False","1987.2"
"pmnn","characters/flux/pmnn/pmnn.vmdl","characters","False","361.4"
"pmnn arms","characters/flux/pmnn/pmnn_arms.vmdl","characters","True","72.5"
"police zombie","characters/models/shared/zombies/police_zombie.vmdl","characters","False","206.9"
"polosu","characters/models/exg/kx/polosu/polosu.vmdl","characters","False","893.1"
"pontifex","characters/models/upkk/pontifex/pontifex.vmdl","characters","False","435"
"pontifex arm","characters/models/upkk/pontifex/pontifex_arm.vmdl","characters","True","246.2"
"pontifex nohitbox","characters/models/upkk/pontifex/pontifex_nohitbox.vmdl","characters","False","433.9"
"poppi qt","characters/models/toppi/poppi_qt/poppi_qt.vmdl","characters","False","510.4"
"professor niyaniya","characters/models/exg/bot04/professor_niyaniya/professor_niyaniya.vmdl","characters","False","1304.1"
"provence","characters/models/provence/provence.vmdl","characters","False","888.6"
"provence arms","characters/models/provence/provence_arms.vmdl","characters","True","180"
"pulana","characters/models/pulana/pulana.vmdl","characters","False","844.1"
"qianyu","characters/models/qianyu/qianyu.vmdl","characters","False","1501.2"
"qianyu2","characters/models/qianyu/qianyu2.vmdl","characters","False","1296.7"
"qifeng","characters/models/aili/qifeng_a/qifeng.vmdl","characters","False","2496.3"
"qifeng","characters/models/exg/aili/qifeng_a/qifeng.vmdl","characters","False","1545.9"
"qifeng a","characters/models/aili/qifeng_b/qifeng_a.vmdl","characters","False","2262.7"
"qifeng a","characters/models/exg/aili/qifeng_b/qifeng_a.vmdl","characters","False","1397.6"
"qihaiqianqiu","characters/models/qihaiqianqiu/qihaiqianqiu.vmdl","characters","False","1991.6"
"qinli","characters/models/cs2ze/wuheqinli/qinli.vmdl","characters","False","1240.7"
"qinli arms prefab","characters/models/hlym/qinli/qinli_arms_prefab.vmdl","characters","True","97.2"
"qinli prefab","characters/models/hlym/qinli/qinli_prefab.vmdl","characters","False","210.7"
"qita","characters/models/qita/qita.vmdl","characters","False","1523.2"
"qita arms","characters/models/qita/arms/qita_arms.vmdl","characters","True","1335.6"
"qll","characters/flux/qll/qll.vmdl","characters","False","520.8"
"qll arms","characters/flux/qll/qll_arms.vmdl","characters","True","129.6"
"qm","characters/models/exg/xinghe/qm/qm.vmdl","characters","False","2444.9"
"qplty","characters/flux/qplty/qplty.vmdl","characters","False","1002.7"
"qplty arms","characters/flux/qplty/qplty_arms.vmdl","characters","True","53.2"
"qpxed arms prefab","characters/models/hlym/qpxed/qpxed_arms_prefab.vmdl","characters","True","52.7"
"qpxed prefab","characters/models/hlym/qpxed/qpxed_prefab.vmdl","characters","False","315.8"
"qu","characters/flux/qu/qu.vmdl","characters","False","416.5"
"qu arms","characters/flux/qu/qu_arms.vmdl","characters","True","81.9"
"rabbit","characters/models/upkk/byd_cat/rabbit/rabbit.vmdl","characters","False","1147.3"
"rabbit nohitbox","characters/models/upkk/byd_cat/rabbit/rabbit_nohitbox.vmdl","characters","False","1146"
"rabbitholemiku","characters/models/rabbitholemiku/rabbitholemiku.vmdl","characters","False","688.4"
"rabbitholemiku nohitbox","characters/models/rabbitholemiku/rabbitholemiku_nohitbox.vmdl","characters","False","687.4"
"rami","characters/models/upkk/rami/rami.vmdl","characters","False","1988.2"
"rami arms","characters/models/upkk/rami/rami_arms.vmdl","characters","True","56.9"
"rami nohitbox","characters/models/upkk/rami/rami_nohitbox.vmdl","characters","False","1984.9"
"ramune","characters/models/aquaz/hoshistar/ramune/ramune.vmdl","characters","False","1656.4"
"ramune","characters/models/ramune/ramune.vmdl","characters","False","1877.7"
"range zombie","characters/models/shared/zombies/range_zombie.vmdl","characters","False","108.7"
"ranger human","characters/models/exg/ranger/ranger_human.vmdl","characters","False","881.2"
"ranger zombie","characters/models/exg/ranger/ranger_zombie.vmdl","characters","False","380.3"
"rat","characters/models/exg/oxygen/rat/rat.vmdl","characters","False","306.1"
"red","characters/models/daniya/red.vmdl","characters","False","2873.9"
"regenerador","characters/models/aquaz/hoshistar/zombies/regenerador.vmdl","characters","False","666.2"
"reimu","characters/models/upkk/reimu_china_dress/reimu.vmdl","characters","False","551.9"
"reimu arm","characters/models/upkk/reimu_china_dress/reimu_arm.vmdl","characters","True","60.3"
"reimu maou","characters/models/exg/ruiyiwelkin/reimu_maou/reimu_maou.vmdl","characters","False","1891.7"
"reimu nohitbox","characters/models/upkk/reimu_china_dress/reimu_nohitbox.vmdl","characters","False","550.9"
"reisalin","characters/models/reisalin/reisalin.vmdl","characters","False","692.1"
"remilia","characters/models/little/remilia.vmdl","characters","False","1145.4"
"remilia scarlet","characters/models/remilia_scarlet/remilia_scarlet.vmdl","characters","False","968.6"
"remilia wedding dress","characters/models/upkk/remilia_wedding_dress/remilia_wedding_dress.vmdl","characters","False","1056.8"
"remilia wedding dress arm","characters/models/upkk/remilia_wedding_dress/remilia_wedding_dress_arm.vmdl","characters","True","51.8"
"remilia wedding dress nohitbox","characters/models/upkk/remilia_wedding_dress/remilia_wedding_dress_nohitbox.vmdl","characters","False","1055.7"
"remuru","characters/models/remuru/remuru.vmdl","characters","False","2178"
"remuru pet","characters/models/remuru/remuru_pet.vmdl","characters","False","32.9"
"resident zombie","characters/models/exg/resident_zombie/resident_zombie.vmdl","characters","False","162.7"
"rice shower","characters/models/rice_shower/rice_shower.vmdl","characters","False","449.9"
"rimru","characters/models/exg/kukuka/rimru/rimru.vmdl","characters","False","3532.5"
"rin","characters/models/upkk/kagamine_rin/rin.vmdl","characters","False","765.1"
"rin arm","characters/models/upkk/kagamine_rin/rin_arm.vmdl","characters","True","173.3"
"rin chinadress","characters/models/rin/rin_chinadress.vmdl","characters","False","795.7"
"rin chinadress2","characters/models/rin/rin_chinadress2.vmdl","characters","False","795.7"
"rin chinadress3","characters/models/rin/rin_chinadress3.vmdl","characters","False","795.7"
"rin nohitbox","characters/models/upkk/kagamine_rin/rin_nohitbox.vmdl","characters","False","764.1"
"rindo","characters/models/exg/rindo/rindo.vmdl","characters","False","1193.2"
"rindo","characters/models/upkk/rindo/rindo.vmdl","characters","False","1082.1"
"rindo arm","characters/models/upkk/rindo/rindo_arm.vmdl","characters","True","101"
"rindo nohitbox","characters/models/upkk/rindo/rindo_nohitbox.vmdl","characters","False","1079.6"
"riru","characters/models/riru/riru.vmdl","characters","False","1113.1"
"robin","characters/maoling/star_rail/robin/normal/robin.vmdl","characters","False","850.6"
"robin arms","characters/maoling/star_rail/robin/normal/arms/robin_arms.vmdl","characters","True","113.3"
"roleaction","characters/models/upkk/roleaction/roleaction.vmdl","characters","False","233.6"
"roleaction arm","characters/models/upkk/roleaction/roleaction_arm.vmdl","characters","True","114.8"
"roleaction nohitbox","characters/models/upkk/roleaction/roleaction_nohitbox.vmdl","characters","False","232.5"
"romasha player model","characters/models/nozb1/romasha_player_model/romasha_player_model.vmdl","characters","False","155.1"
"romasha pm arm","characters/models/nozb1/romasha_player_model/romasha_pm_arm.vmdl","characters","True","42.5"
"rosalia","characters/models/upkk/rosalia/rosalia.vmdl","characters","False","416.5"
"rosalia arm","characters/models/upkk/rosalia/rosalia_arm.vmdl","characters","True","68.9"
"rosalia nohitbox","characters/models/upkk/rosalia/rosalia_nohitbox.vmdl","characters","False","415.5"
"rozaliya","characters/maoling/honkai_impact/rozaliya/delta/rozaliya.vmdl","characters","False","510.6"
"rozaliya arms","characters/maoling/honkai_impact/rozaliya/delta/arms/rozaliya_arms.vmdl","characters","True","119.4"
"rumia","characters/models/little/rumia.vmdl","characters","False","1159.4"
"rumia","characters/models/rumia/rumia.vmdl","characters","False","640.4"
"rurune","characters/models/exg/chrisan/rurune/rurune.vmdl","characters","False","3052.7"
"rusk","characters/models/exg/rusk/rusk.vmdl","characters","False","582.2"
"saber","characters/models/upkk/saber_kuse/saber.vmdl","characters","False","593.2"
"saber","characters/models/upkk/saber_wedding_dress/saber.vmdl","characters","False","1095.3"
"saber arm","characters/models/upkk/saber_kuse/saber_arm.vmdl","characters","True","130.8"
"saber arm","characters/models/upkk/saber_wedding_dress/saber_arm.vmdl","characters","True","114.1"
"saber arm","characters/models/upkk/x_saber/saber_arm.vmdl","characters","True","88.5"
"saber nohitbox","characters/models/upkk/saber_kuse/saber_nohitbox.vmdl","characters","False","592.1"
"saber nohitbox","characters/models/upkk/saber_wedding_dress/saber_nohitbox.vmdl","characters","False","1094.2"
"saber wedding dress v3","characters/models/hlym/saber_wedding_dress/saber_wedding_dress_v3.vmdl","characters","False","1109.5"
"saber wedding dress v3 arms prefab","characters/models/hlym/saber_wedding_dress/saber_wedding_dress_v3_arms_prefab.vmdl","characters","True","117.6"
"sagiri","characters/models/upkk/sagiri/sagiri.vmdl","characters","False","466.1"
"sagiri arm","characters/models/upkk/sagiri/sagiri_arm.vmdl","characters","True","66.7"
"sagiri nohitbox","characters/models/upkk/sagiri/sagiri_nohitbox.vmdl","characters","False","465"
